Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Sierra Leone,SLE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,43.7,41.48,39.26,37.04,34.82,32.6,30.94,29.28,27.62,25.96,24.3,23.06,21.82,20.58,19.34,18.1,16.83333333,15.56666667,14.3,14.3
Singapore,SGP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.49,2.348,2.206,2.064,1.922,1.78,1.862,1.944,2.026,2.108,2.19,2.166,2.142,2.118,2.094,2.07,2.056666667,2.043333333,2.03,..
Singapore,SGP,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,16.4,16.42,16.44,16.46,16.48,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.53333333,16.56666667,16.6,16.6
Sint Maarten (Dutch part),SXM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Sint Maarten (Dutch part),SXM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Slovak Republic,SVK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.47,12.388,12.306,12.224,12.142,12.06,12.048,12.036,12.024,12.012,12,11.906,11.812,11.718,11.624,11.53,11.4,11.27,11.14,..
Slovak Republic,SVK,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32,31.94,31.88,31.82,31.76,31.7,31.68,31.66,31.64,31.62,31.6,31.58,31.56,31.54,31.52,31.5,31.5,31.5,31.5,31.5
Slovenia,SVN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.6,12.54,12.48,12.42,12.36,12.3,12.148,11.996,11.844,11.692,11.54,11.78,12.02,12.26,12.5,12.74,12.46,12.18,11.9,..
Slovenia,SVN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,25.1,24.92,24.74,24.56,24.38,24.2,24.06,23.92,23.78,23.64,23.5,23.34,23.18,23.02,22.86,22.7,22.56666667,22.43333333,22.3,22.3
Solomon Islands,SLB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.2,1.28,1.36,1.44,1.52,1.6,1.6,1.6,1.6,1.6,1.6,1.59,1.58,1.57,1.56,1.55,1.643333333,1.736666667,1.83,..
Solomon Islands,SLB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,43.5,43.06,42.62,42.18,41.74,41.3,40.96,40.62,40.28,39.94,39.6,39.26,38.92,38.58,38.24,37.9,37.53333333,37.16666667,36.8,36.8
Somalia,SOM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0,0.0136,0.0272,0.0408,0.0544,0.068,0.1104,0.1528,0.1952,0.2376,0.28,0.2266,0.1732,0.1198,0.0664,0.013,0.011666667,0.010333333,0.009,..
Somalia,SOM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
South Africa,ZAF,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.02,9.932,9.844,9.756,9.668,9.58,9.672,9.764,9.856,9.948,10.04,9.954,9.868,9.782,9.696,9.61,9.58,9.55,9.52,..
South Africa,ZAF,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,23.5,23.3,23.1,22.9,22.7,22.5,22.32,22.14,21.96,21.78,21.6,21.48,21.36,21.24,21.12,21,20.8,20.6,20.4,20.4
Spain,ESP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.43,12.51,12.59,12.67,12.75,12.83,12.27,11.71,11.15,10.59,10.03,10.288,10.546,10.804,11.062,11.32,11.78666667,12.25333333,12.72,..
Spain,ESP,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,36.8,36.3,35.8,35.3,34.8,34.3,33.82,33.34,32.86,32.38,31.9,31.46,31.02,30.58,30.14,29.7,29.16666667,28.63333333,28.1,28.1
Sri Lanka,LKA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.22,2.294,2.368,2.442,2.516,2.59,2.856,3.122,3.388,3.654,3.92,3.956,3.992,4.028,4.064,4.1,4.1,4.1,4.1,..
Sri Lanka,LKA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,28.5,28.1,27.7,27.3,26.9,26.5,26.16,25.82,25.48,25.14,24.8,24.5,24.2,23.9,23.6,23.3,22.96666667,22.63333333,22.3,22.3
St. Kitts and Nevis,KNA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.51,9.914,10.318,10.722,11.126,11.53,11.114,10.698,10.282,9.866,9.45,9.336,9.222,9.108,8.994,8.88,8.9,8.92,8.94,..
St. Kitts and Nevis,KNA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
St. Lucia,LCA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.8,11.764,11.728,11.692,11.656,11.62,11.234,10.848,10.462,10.076,9.69,9.744,9.798,9.852,9.906,9.96,10.17333333,10.38666667,10.6,..
St. Lucia,LCA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
St. Vincent and the Grenadines,VCT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.01,5.206,5.402,5.598,5.794,5.99,6.198,6.406,6.614,6.822,7.03,7.316,7.602,7.888,8.174,8.46,8.66,8.86,9.06,..
St. Vincent and the Grenadines,VCT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Sudan,SDN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.52,0.516666667,0.513333333,0.51,..
Sudan,SDN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Suriname,SUR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.29,5.314,5.338,5.362,5.386,5.41,5.572,5.734,5.896,6.058,6.22,6.138,6.056,5.974,5.892,5.81,5.65,5.49,5.33,..
Suriname,SUR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Sweden,SWE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.53,8.552,8.574,8.596,8.618,8.64,8.81,8.98,9.15,9.32,9.49,9.418,9.346,9.274,9.202,9.13,9.063333333,8.996666667,8.93,..
Sweden,SWE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,43.8,42.56,41.32,40.08,38.84,37.6,36.54,35.48,34.42,33.36,32.3,31.42,30.54,29.66,28.78,27.9,26.86666667,25.83333333,24.8,24.8
Switzerland,CHE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.49,12.32,12.15,11.98,11.81,11.64,11.594,11.548,11.502,11.456,11.41,11.444,11.478,11.512,11.546,11.58,11.56333333,11.54666667,11.53,..
Switzerland,CHE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,28.3,28.18,28.06,27.94,27.82,27.7,27.54,27.38,27.22,27.06,26.9,26.76,26.62,26.48,26.34,26.2,26.03333333,25.86666667,25.7,25.7
Syrian Arab Republic,SYR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.15,1.104,1.058,1.012,0.966,0.92,0.912,0.904,0.896,0.888,0.88,0.76,0.64,0.52,0.4,0.28,0.266666667,0.253333333,0.24,..
Syrian Arab Republic,SYR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Tajikistan,TJK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.97,2.878,2.786,2.694,2.602,2.51,2.488,2.466,2.444,2.422,2.4,2.542,2.684,2.826,2.968,3.11,3.166666667,3.223333333,3.28,..
Tajikistan,TJK,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Tanzania,TZA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.63,8.646,8.662,8.678,8.694,8.71,8.916,9.122,9.328,9.534,9.74,10.002,10.264,10.526,10.788,11.05,11.12333333,11.19666667,11.27,..
Tanzania,TZA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,27.8,26.38,24.96,23.54,22.12,20.7,19.66,18.62,17.58,16.54,15.5,14.72,13.94,13.16,12.38,11.6,10.8,10,9.2,9.2
Thailand,THA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.49,6.554,6.618,6.682,6.746,6.81,6.99,7.17,7.35,7.53,7.71,7.84,7.97,8.1,8.23,8.36,8.34,8.32,8.3,..
Thailand,THA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,31.7,31.12,30.54,29.96,29.38,28.8,28.3,27.8,27.3,26.8,26.3,25.86,25.42,24.98,24.54,24.1,23.56666667,23.03333333,22.5,22.5
Timor-Leste,TLS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.53,1.39,1.25,1.11,0.97,0.83,0.804,0.778,0.752,0.726,0.7,0.962,1.224,1.486,1.748,2.01,2.063333333,2.116666667,2.17,..
Timor-Leste,TLS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,53.5,52.7,51.9,51.1,50.3,49.5,48.8,48.1,47.4,46.7,46,45.3,44.6,43.9,43.2,42.5,41.6,40.7,39.8,39.8
Togo,TGO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.79,2.084,2.378,2.672,2.966,3.26,3.03,2.8,2.57,2.34,2.11,2.162,2.214,2.266,2.318,2.37,2.4,2.43,2.46,..
Togo,TGO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,14.4,13.9,13.4,12.9,12.4,11.9,11.48,11.06,10.64,10.22,9.8,9.48,9.16,8.84,8.52,8.2,7.833333333,7.466666667,7.1,7.1
Tonga,TON,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.7,1.824,1.948,2.072,2.196,2.32,2.134,1.948,1.762,1.576,1.39,1.248,1.106,0.964,0.822,0.68,0.72,0.76,0.8,..
Tonga,TON,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,33.5,33.36,33.22,33.08,32.94,32.8,32.66,32.52,32.38,32.24,32.1,32,31.9,31.8,31.7,31.6,31.43333333,31.26666667,31.1,31.1
Trinidad and Tobago,TTO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.27,5.45,5.63,5.81,5.99,6.17,6.178,6.186,6.194,6.202,6.21,6.344,6.478,6.612,6.746,6.88,6.826666667,6.773333333,6.72,..
Trinidad and Tobago,TTO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Tunisia,TUN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.36,1.38,1.4,1.42,1.44,1.46,1.448,1.436,1.424,1.412,1.4,1.518,1.636,1.754,1.872,1.99,2.033333333,2.076666667,2.12,..
Tunisia,TUN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.3,33.76,33.22,32.68,32.14,31.6,31.08,30.56,30.04,29.52,29,28.52,28.04,27.56,27.08,26.6,26.06666667,25.53333333,25,25
Turkiye,TUR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.41,2.352,2.294,2.236,2.178,2.12,2.16,2.2,2.24,2.28,2.32,2.28,2.24,2.2,2.16,2.12,2.096666667,2.073333333,2.05,..
Turkiye,TUR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.9,32.76,32.62,32.48,32.34,32.2,32.1,32,31.9,31.8,31.7,31.58,31.46,31.34,31.22,31.1,31.03333333,30.96666667,30.9,30.9
Turkmenistan,TKM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.82,4.832,4.844,4.856,4.868,4.88,4.868,4.856,4.844,4.832,4.82,4.916,5.012,5.108,5.204,5.3,5.176666667,5.053333333,4.93,..
Turkmenistan,TKM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,12,11.58,11.16,10.74,10.32,9.9,9.56,9.22,8.88,8.54,8.2,7.9,7.6,7.3,7,6.7,6.4,6.1,5.8,5.8
Uganda,UGA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.61,13.472,13.334,13.196,13.058,12.92,13.036,13.152,13.268,13.384,13.5,13.828,14.156,14.484,14.812,15.14,15.12333333,15.10666667,15.09,..
Uganda,UGA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.7,23.52,22.34,21.16,19.98,18.8,17.9,17,16.1,15.2,14.3,13.62,12.94,12.26,11.58,10.9,10.23333333,9.566666667,8.9,8.9
Ukraine,UKR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.46,12.37,12.28,12.19,12.1,12.01,12.322,12.634,12.946,13.258,13.57,12.888,12.206,11.524,10.842,10.16,9.546666667,8.933333333,8.32,..
Ukraine,UKR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,37.7,37.02,36.34,35.66,34.98,34.3,33.66,33.02,32.38,31.74,31.1,30.56,30.02,29.48,28.94,28.4,27.66666667,26.93333333,26.2,26.2
United Arab Emirates,ARE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.58,2.792,3.004,3.216,3.428,3.64,3.542,3.444,3.346,3.248,3.15,3.278,3.406,3.534,3.662,3.79,3.826666667,3.863333333,3.9,..
United Arab Emirates,ARE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
United Kingdom,GBR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.73,13.762,13.794,13.826,13.858,13.89,13.524,13.158,12.792,12.426,12.06,11.89,11.72,11.55,11.38,11.21,11.29,11.37,11.45,..
United Kingdom,GBR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,37.9,36.34,34.78,33.22,31.66,30.1,28.9,27.7,26.5,25.3,24.1,23.14,22.18,21.22,20.26,19.3,18.23333333,17.16666667,16.1,16.1
United States,USA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.19,9.25,9.31,9.37,9.43,9.49,9.464,9.438,9.412,9.386,9.36,9.452,9.544,9.636,9.728,9.82,9.836666667,9.853333333,9.87,..
United States,USA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,33.8,33.16,32.52,31.88,31.24,30.6,30.08,29.56,29.04,28.52,28,27.46,26.92,26.38,25.84,25.3,24.66666667,24.03333333,23.4,23.4
Uruguay,URY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.09,7.964,7.838,7.712,7.586,7.46,7.388,7.316,7.244,7.172,7.1,7.078,7.056,7.034,7.012,6.99,6.966666667,6.943333333,6.92,..
Uruguay,URY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35.3,34.48,33.66,32.84,32.02,31.2,30.46,29.72,28.98,28.24,27.5,26.86,26.22,25.58,24.94,24.3,23.53333333,22.76666667,22,22
Uzbekistan,UZB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.68,5.374,5.068,4.762,4.456,4.15,3.922,3.694,3.466,3.238,3.01,2.926,2.842,2.758,2.674,2.59,2.59,2.59,2.59,..
Uzbekistan,UZB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.9,24.46,24.02,23.58,23.14,22.7,22.34,21.98,21.62,21.26,20.9,20.54,20.18,19.82,19.46,19.1,18.66666667,18.23333333,17.8,17.8
Vanuatu,VUT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.17,1.176,1.182,1.188,1.194,1.2,1.3,1.4,1.5,1.6,1.7,1.788,1.876,1.964,2.052,2.14,2.176666667,2.213333333,2.25,..
Vanuatu,VUT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,25.6,25.14,24.68,24.22,23.76,23.3,22.9,22.5,22.1,21.7,21.3,20.92,20.54,20.16,19.78,19.4,19,18.6,18.2,18.2
"Venezuela, RB",VEN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.15,9.204,9.258,9.312,9.366,9.42,9.27,9.12,8.97,8.82,8.67,8.3,7.93,7.56,7.19,6.82,5.926666667,5.033333333,4.14,..
"Venezuela, RB",VEN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Vietnam,VNM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.21,2.294,2.378,2.462,2.546,2.63,3.084,3.538,3.992,4.446,4.9,5.492,6.084,6.676,7.268,7.86,8.126666667,8.393333333,8.66,..
Vietnam,VNM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,29.8,29.5,29.2,28.9,28.6,28.3,28.04,27.78,27.52,27.26,27,26.8,26.6,26.4,26.2,26,25.66666667,25.33333333,25,25
"Yemen, Rep.",YEM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.79,0.7,0.61,0.52,0.43,0.34,0.308,0.276,0.244,0.212,0.18,0.155,0.13,0.105,0.08,0.055,0.053666667,0.052333333,0.051,..
"Yemen, Rep.",YEM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,27.3,26.9,26.5,26.1,25.7,25.3,24.92,24.54,24.16,23.78,23.4,23.08,22.76,22.44,22.12,21.8,21.36666667,20.93333333,20.5,20.5
Zambia,ZMB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.05,4.02,3.99,3.96,3.93,3.9,4.206,4.512,4.818,5.124,5.43,5.722,6.014,6.306,6.598,6.89,6.773333333,6.656666667,6.54,..
Zambia,ZMB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,19.9,19.54,19.18,18.82,18.46,18.1,17.82,17.54,17.26,16.98,16.7,16.46,16.22,15.98,15.74,15.5,15.2,14.9,14.6,14.6
Zimbabwe,ZWE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.46,2.522,2.584,2.646,2.708,2.77,3.002,3.234,3.466,3.698,3.93,4.128,4.326,4.524,4.722,4.92,4.836666667,4.753333333,4.67,..
Zimbabwe,ZWE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,21,20.42,19.84,19.26,18.68,18.1,17.6,17.1,16.6,16.1,15.6,15.2,14.8,14.4,14,13.6,13.1,12.6,12.1,12.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/16/2022,,,,,,,,,,,,,,,,,,,,,,,
