Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,301791301.79,387700084.25,510259940.72,793884368.04,2401403227.44,2512784033.38,3284301332.19,3617580171.76,4052000412.7,5633000318.02,7829094613.07,8661263763.74,7596703214.29,6467582307.69,6704395824.18,6153296456.04,5053021950.55,5446428681.32,6038187032.97,6487912087.91,7360439423.08,6883516483.52,7646153983.52,7156593653.85,7374450769.23,8137911978.02,9059340384.62,11297802115.38,10255495027.47,12393131868.13,17759890109.89,17538461538.46,19363736263.74,23533791208.79,31734065934.07,44530494505.49,60882142857.14,79712087912.09,115270054945.06,97798351648.35,125122306346.15,167775268614.04,186833502362.13,198727642979.3,206224598564.62,161739955577.75,151732181857.11,161099122215.31,183334953813.21,175837550996.19,144411363345.27,179570783550.55
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38413636363.64,40809523809.52,42105263157.89,38995454545.45,28998684210.53,25121666666.67,26362894736.84,30074440483.38,37435317265.13,36937074278.3,35574916294.64,41694118972.51,35952781582.21,37253259017,40394824679.12,46066101951.29,57806506024.1,74972669056.59,98452791982.7,122022997508.01,174585202805.23,214313628965.02,174103695930.21,166309355234.59,183326740143.02,170635805316.88,190801346194.3,199959363430.07,177729210874.5,188128818486.4,211695422578.66,241457403085.04,249881592298.07,249511333647.5,284087563695.8
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554713455149.5,506500173960.27,516814274021.96,517962962962.96,460290556900.73,435083713850.84,395077301248.46,395537185734.85,391724890744.5,404928954191.88,270955486862.44,195907128350.93,259710142196.94,306602070620.5,345470494417.86,430347770731.79,591016690742.8,764017107992.39,989930542278.7,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657329646183.62,1693113904262.89,1488321875489.74,1775799919352.98
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024,122000016,125000008,128000000,129999994,148799980,124525702.86,159560018,172200018,188700037,219900006,222952578.2,246457838.34,290746157.15,308458423.18,571863295.74,637754162.1,746650558.55,905709147.27,1109346220.53,1254765349.93,1407062607.63,1407242640.23,1479688125.89,1587412957.22,1715625839.18,1944711061.31,2157434025.16,2395493877.51,2405021932.9,2550185618.15,1911600969.77,2029026704.03,1971525998.88,753636370.45,1293535010.94,1382334879.41,1851558301.7,1989343495.22,2155707325.14,2067579822.44,1965500949.34,1964832511.93,2137156726.9,2375376873.11,2932340855.32,3318107347.28,4068224991.09,5177230923.29,5671592572.2,6121529488.49,6881379761.84,7650671476.95,7815975293.67,8234762201.04,8539424910.08,8690878327.95,9252834120.39,9642440645.81,10356327149.43,10184345442.17,11070356519.48
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47170699607.64,50331770780.75,53721519493.61,60426255394.96,69179494304.28,74296512695.09,62475116958.66,68733357253.62,72039818016.55,79195490145.76,85737283039.79,91195879601.89,91680529302.76,104812500642.09,126972253469.58,135907831613.44,132647805505.56,153599832379.59,174773663991.03,195751155054.83,236032168283.93,250213642680.66,258869159762.15,274032732751.69,272757831564.93,296599020652.58,314128066860.01,348793876693.97,374789764145.66,378225266721.23,407187370820.54,362262532165.61,384733617428.08,381100277389.04,432324272247.72,479849581301.11,524970419712.2,550712123644.94,558424594165.82,598323918709.83,630429061929.23,645870123668.46,677627487567.09,791002717916.67,917089339402.25,1050585317863.97,1196088039743.31,1504193483987.56,1527472685559.4,1683433843105.38,2060781299767.88,2274498461334.74,2300089514183.77,2359608787133.38,2584563411971.79,2699434735086.94,3005243895307.67,3426790936090.99,3527312593331.06,3648731786168.25,3482474115840.58,4087773969795.48
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711.11,4485777644.44,5377268848.44,7184863276.5,9664067929.7,14947491056.49,45412971909.86,46773303721.29,64005623869.69,74188363504.58,80265732292.03,111859726428.23,164541658298.01,184291888768.66,153238991867.45,129171602026.05,119624918955.73,103897892810.6,86962013011.07,85695941759.68,88256162069.43,95344352822.43,117630271802.4,132223268491.32,137087876662.22,132967901415.22,135174886488.65,143343036341.79,158662398744.99,165963557409.88,146775498080,161716960000,189514926213.33,184137469733.33,189605920240,215807655253.33,258742263040,328459700114.76,376900135727.64,415964583055.37,519796738640,429097899280,528207332649.54,671238840108.23,735974843348.66,746647127407.62,756350347320.38,654269739552.02,644935682011.48,688586094412.68,816578674529.14,803616264791.02,703367841222.56,833541236569.32
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1307333333.33,1419333333.33,1541666666.67,1568333333.33,1611333333.33,1679333333.33,1723000000,1865666666.67,1947333333.33,2144333333.33,2437666666.67,2656000000,2882000000,3571666666.67,4595000000,5598000000,6979333333.33,8704000000,7670500000,9032250000,8951800000,10016500000,8316000000,8230153846.15,10447615384.62,8089391304.35,10092200000,12093333333.33,14372555555.56,21408111111.11,33641222222.22,43891285714.29,7034219712.53,8881785938.48,12794192334.25,13829744878.64,9018243044.45,11681494637.3,11250327988.05,10682045258.36,12257418326.07,15716489369.93,18136839087.01,21355576672.54,26645490675.04,35182105414.39,45264519502.65,59440139774.81,64831935604.25,58316191440.37,74151186600.17,78403418360.46,63195499524.21,66026600235.45,76818327441.65,84985132167.22,102943741648.82,129717804934.61,32333780383.29,32338079165.29,26987563444.15,34326058557.44
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692374.56,1058975265.61,1085475573.51,1122139637.27,1188930567.71,1210058396.06,1246908373.75,1246480958.52,1309384830.19,1245234806.89,1297407828.6,1339548823.65,1620857277.18,1863398448.33,2099324949.87,2830388404.9,2869777812.39,2938046307.24,3280354339.37,4084878667.85,4510107330.1,4095892072.14,4013950868.56,3569356462.14,3485165160.53,3818944603.05,5392093507.79,6487352282.55,6418419798.07,6366039352.58,7390967034.67,7255210700.98,7769817869.31,7367985694.79,5034588159.29,6326342962.93,6559712550.66,6041478436.08,6505607633.37,6592835457.69,6013184809.24,6507824767.06,7006402592.45,8768721956.33,10076817278.1,11009032665.39,11697918802.79,13994218939.24,16853991176.91,16145868284.56,16121314670.97,17814284622.17,17660871726,18918668644.19,19797254643.12,17774766636.05,19040312815.13,20996564751.6,23116897847.05,23398811423.58,24493157583.23,27625388352.17
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704756304.72,764634783.74,826244609.96,917614007.58,894159153.27,974650463.87,1096432771.46,1238043904.35,1425715405.72,1659904612.57,1920586698.03,2263785443.62,2721440980.76,3696213333.33,5221534955.64,5633673929.99,6327077974.11,6618585073.66,7517176354.84,9296921723.83,11896256782.86,14175228843.64,16084252378.47,17784112149.53,19749361097.97,19156532745.77,18586746057,20919215578.21,25371462488.13,30465364738.62,36144336768.7,45466164978.29,52130263965.62,60603478153.24,73690847191.31,87810991957.1,96295886524.82,100124191810.35,85728310229.45,86284660766.96,96074477958.24,89794943349.89,92537752708.59,97645448283.78,115035498757.54,127807618360.97,148630373214.17,180941941477.01,193611986712.84,194152286008.94,239809387605.43,279351168707.27,295087220933.02,307576360584.99,314851156183.41,308004146057.61,318832428519.73,343193352161.63,376998146500.59,375472731271.08,345295933898.67,396986899888.35
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022089.96,151270207.85,182852054.18,193750476.46,192901942.94,181220349.8,181570454.32,165524980.92,147620047.54,155128568.05,176494422.14,172882435.81,214877638.38,227536282.6,269034595.81,300749474.54,402831864.86,469443201.5,510580417.23,526559955.88,457584496.22,488028750.96,419845231.78,409507389.16,346405301.68,352531728.37,397557524.02,476836691.06,538614679.02,620211238.89,699203616.46,735997355.68,846767635.94,1049889691.54,1191045573.2,1284763287.27,1335584911.8,1307082934.29,1378543909.31,1483793468.06,1574622018.23,1570093229.26,1545888426.23,1645213881.62
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009471.57,327834680.56,342721579.82,348546952.13,371848114.75,359379856.25,375479849.81,348795303,329860091.94,408690163.48,434410373.76,419549425.08,465381089.98,575230234.39,648590642.94,679335901.12,594895672.33,691777758.4,960728338.94,1109374722.08,1100685844.92,1114830471.92,1295361885.92,995104305.35,1087471861.99,856890498.63,490181456.62,701307602.28,1055083945.38,932974411.92,649644826.8,779981458.92,679997997.6,768812334.8,911915970.68,870758739.41,941742152.71,850218033.62,672375927.35,669384768.87,635874002.2,1090467712.31,1253340519.53,1385810072.19,1448536630.88,1650494367,1885112201.85,2158496872.86,2505458705.03,2453899846.88,2578026297.16,2942546781.05,3801862611.36,4920343194.99,5015157815.73,4218723875.14,3674794530.19,3719369107.35,4085114794.22,4076578542.56,4063289449.59,4200380124.33
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000,28736940000
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098657.58,1005159388.24,1077413479.05,1168269230.77,1464326160.82,1723750000,1785847531.4,1908167105.76,2185874623.6,2393437820.42,2056126701.86,1881214370.94,1813752783.96,1604779647.95,1678841811.66,1673973694.7,1419394763.12,1468377241.53,1528630704.93,1655300897.5,1616231696.05,1544713784.68,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.78,191659914.38,203531927.55,216145935.94,229529912.67,243724533.17,257374455.75,271780364.84,286718279.69,306357284.57,322600009.14,331102742.19,416942436.93,507028428.24,467577432.25,710850226.53,807275808.74,498550873.04,564986059.67,590419855.12,603592656.82,699112266.84,774419569.7,733901365.94,788307213.44,876404617.66,930318705.3,1009792724.42,1038291284.5,1092392963.2,917044228.01,,,,,,,,,,,,,,,,,,,,,,,4574495667,5021956321.12,5331761394.25,5529873479.87,5609000000,5850677295.7,6476674591.87,6965285324.52,7292721820
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16832598870.06,21818007448.79,25676487999.59,19457979423.38,19388663551,6875845986.52,12960538723.76,17120906918.35,22482365321.77,26141968161.09,27683225959.25,32482070360.32,43170990616.47,52194221468.5,45162894380.93,41819468691.83,49258136128.97,43309252921.06,48394239474.68,47062206677.65,39655958842.55,40692643373.03,44179055279.89,50640650221.46,51514222381.84,53335016425.41,63068134601.13
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,31156661601.01,32412876758.28,35070766313.55,40093962243.04,39363270640.32,43812989078.03,47256836611.07,46951980155.18,50256117039.04,57386909930.49,67401091214.21,68804152990.54,77377911266.49,98917512281.73,128334814362.19,141405322160.79,152522587853.29,167470951490.19,184992654400.92,221896658813.29,280900822876.37,387967904520.25,356523841838.81,313796768641.67,274774510554.36,253563487135.81,260275618787.85,296035317006.74,312165356377.88,318058777917.65,373621113106.6,389068157825,355051164829.16,333644010237.72,324518108874.58,375896975925.8,392410971054.06,407305462065.46,394116931038.52,397984271036.19,422458954001.2,405345840586.18,440587232271.38,555465126974.66,690670786344.72,820395670503.1,967201623294.8,1120926700271.34,1273738562780.63,1225176862324.91,1450783719583.4,1633996697500.65,1699341029335.21,1803401657074.03,1867281744482.3,1683571011745.69,1571411213862.1,1702822553872.21,1731075868040.73,1790392859446.62,1704891034067.33,1916583951084.67
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.06,12231264525.07,14602072410.95,14907308932.75,11931472169.49,18426469016.95,13962212847.46,11997800760.22,,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,31167737396.61,32423376600.81,35082238991.47,40106482678.3,39377500625.58,43827107647.94,47271630525.26,46967009988.17,50270276288.4,57400955518.54,67416593874.59,68823488219.21,77406276177.62,98951233385.88,128373288934,141448022234.95,152566101996.47,167530277961.05,185074021948.19,222021591741.46,281043731719.96,388113154832.7,356663166864.68,313936764762.56,274921105110.19,253729509286.38,260482283803.99,296283782169.59,312449231381.71,318364050020.61,373990476994.69,389443067079.67,355486979944.99,334121040904.1,325008009411.96,376408281409.55,392916805610.52,407871965034.12,394729779625.74,398611922440.54,423078020812,405972584028.06,441289921420.72,556174888863.13,691514609925.55,821319019565.73,968222095140.8,1121962912786.48,1274705836507.59,1226024120750.42,1451753409367,1635062171988.2,1700400038004.9,1804729746760.4,1868669322245.49,1684987010408.75,1572901440316.05,1704395982149.33,1732712178090.13,1792077087975.3,1706091668556.67,1917904004877.71
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7871338065.34,8855629123.82,10433482435.73,13002636421.89,20198257635.99,22993359910.82,26246984872.34,29805805301.77,32045881468.65,39768809429.23,52919334155.07,54682195976.91,54424002309.13,52651958653.96,52168755006.42,50249025221.26,49319123761.53,56334154638.24,62037578141.96,64542081238.21,74735531054.36,76319639863.95,81198409049.67,80092518590.25,84285749394.13,95870118577.15,101911861455.01,108977520665.96,108832037113.39,116628929601.18,129085340844.07,129608212696.94,138688094717.52,165889564285.22,199663296422.68,237916023767.33,277092032056.11,332164019567.38,400065321223.47,342638916927.94,393630210907.35,474408948948.21,494531210940.39,514309588821.34,530131033870.99,452543098654.86,444841632274.11,481182224483.51,528083646431.5,520430771503.02,452015509831.43,526938134965.75
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75951210.69,85171308.17,102085583.47,114582561.63,136450274.67,142775597.26,149146423.08,188021190.59,187820464.57,196652514.27,231489270.14,250680845.75,300554483.61,346528329.18,316066072.34,345495614.98,375614126.19,412253809.73,427425039.68,472914469.92,547092915.04
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.88,605492537.31,691590497.74,861411471.32,926422500,1110850000,886290697.67,947671969.7,834279357.8,1093574468.09,1274190311.42,1484092538.41,1793388732.29,2626380435.18,2936612021.86,3532969034.61,3875409836.07,4368398047.64,4422276621.79,4980000000,5145757575.76,5240606060.61,5126291450.82,3317438910.83,3591623596.03,3996247906.2,3984483762.37,2884248048.49,2862131979.7
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.08,14272201755.47,15495514296.8,16520676973.53,20162936291.38,25840146405.23,27925036755.39,27706028095.62,29856000671.22,30463670123.59,29242558796.55,30778781606.96,35297794385.69,46919965224.15,57437444469.09,62808723476.72,70767338922.44,86563986799.25,100879902984.98,89399303222.16,90801178162.25,99492917848.59,94253181330.39,98569320342.58,101089178418.03,88636928904.64,89674927723.24,95393515077.75,105612792516.58,105284375640.7,105172564491.57,114870706410.17
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352224019.41,21507232648.73,20763101740.7,22146231967.69,22711384311.14,20289627636.68,20876309970.39,23489890274.31,29634713641.1,34414784504.24,36206395970.65,39481045038.26,48067401207.4,55779427739.66,50567734885.96,48208240226.45,51583869785.18,46577793184,48415657264.88,49997186439.09,43107506024.33,44766722790.58,48589100043.1,54163591695.32,54178877606,53589609580.71,61526331889.5
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15822585033.58,17212686614.57,18667251380.07,20204870629.74,22532416750.01,24795499685.78,26971486546.28,29275995674.69,31066819929.29,33738102482.16,38092452060.62,41566412922.61,48954145808.84,59404966684.22,66013338964.73,82885397620.54,89362071672.9,94468740851.48,104442351222.75,123386410160.72,142092068280.69,129686938223.33,114380557730.88,105014356666.8,109201362581.3,114123537581.79,150498057723.62,183009638350.89,206986674500.59,217948315624.56,261846194498.89,274229034311.7,284321115594.63,212953336588.12,229033566614.83,267305875261.1,291743811512.08,268146144677.73,270809066780.71,274072182416.73,262835454366.86,242395852494.41,266849061835.66,334337212322.08,385118044877.47,392218088878.78,423093437423.76,491252589217.02,517706149201.2,436537014293.55,495812558843.31,574094112972.73,552483727282.8,586841821796.89,581964017237.1,505103781349.76,515654671469.55,541018749769.1,555455371487.09,533879529188.45,541487151474.56,627437898887.29
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076158.48,43025199.5,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.64,112137757.24,136465324.38,146741251.46,221902017.29,264311994.11,288302907.37,272539098.44,304047838.09,340616375.34,412093133.76,542000513.61,570761166.82,537575980.84,555336145.77,494475699.86,360075380.27,449146608.32,584135559.92,692016714.32,696915430.66,1114703088.16,1156141998.33,1284766234.22,1357206995.75,1419293455,1698982437.76,1602760100.48,1716699913.19,1576904292.46,1547884442.26,1738100853.05,1542477308.89,1432228125.27,2197612701.1,2770082791.5,3178126491.91,3291353835.93,3469363996.37,3294093485.21,3580417066.92,4438778424.3,4820499924.25,4886533032.89,4597532029.7,4422968339.68,4063245671.29,3816022046.83,4402969225.92,4666784617.6,4466066557.38,3984840580.41,4941373182.08
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.47,985865921.79,1022905027.93,1245251396.65,1253072625.7,1263687150.84,1191620111.73,1185474860.34,,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012012.01,11592011.59,12642026.57,13923029.26,15393032.35,15603032.8,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.24,147357222.78,154902869.02,147912069.77,146712850.51,151313241.98,168887539.13,207850623.64,249267039.78,283828769.03,304832867.39,368584758.94,374359556.08,433667193.81,473916819.45,486451204.56,508221508.22,503068472.2,562958836.52,608369282.23,622985493.68,614879764.78,622262057.19,697518248.18,705704816.04,839319927.27,919103254.55,1016418229.25,1033561654.06,967199593.96,847397850.09,969940010.25,1065823923.14,1059496470.22,1328089686.37,1387577763.19,1415998663.05,1490226453.96,1573428277.12,1636310049.4,1684228528.67,1200634489.35,1320053793.04
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.41,945244972.07,1110565880.76,1200447408.38,1339494267.02,1329842434.55,1321204502.62,1443717801.05,1562303429.32,1796596910.99,1780104712.04,2097643979.06,2415706806.28,2579219250.64,4244670160.29,5566756756.76,6417632802.89,6882292993.63,8251974522.29,9929681528.66,13062420382.17,16758471337.58,17525605095.54,18672866242.04,19195414012.74,21203821656.05,25460636942.68,32538089171.97,16574342984.41,18609532293.99,23904498886.41,27756258351.89,33107349665.92,36860133630.29,45086948775.06,50866369710.47,61546280623.61,66420400890.87,70418173719.38,72970334075.72,80590022271.71,86771314031.18,90558485523.39,95693808463.25,112863340757.24,134203830734.97,153799910913.14,180030111358.58,218089977728.29,224561692650.33,252518218262.81,73616694709.23,44117799606.71,22552466245.33,22075987601.93,17622064891.81,12453459334.72,16340665431.52,21445775363.86,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,943269768
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582729.43,333975338.83,357635713.87,371767002.65,392247517.6,416926302.96,432794922.46,449826323,453980096.65,471635620.93,469266736.6,501866730.71,585427545.73,647199482.84,652532796.06,864602103.31,866044961.04,935360466.34,1113920122.63,1004316495.12,1033002401.85,876937559.73,834369860.42,832415805.97,919103735.32,1033069710,1067828247.25,1163426850.66,1482597298.88,1433686309.83,1738605558.08,1877138041.64,1881847676.81,1463251055.4,1179837954.72,1445919969.89,1607345450.05,1544689502.82,1744794457.28,1534673583.25,1388506726.62,1710843360.65,1997005786.54,2742815194.55,4422855929.21,6649307057.03,7428701809.41,8650138068.63,10393834720.85,9290728773.36,10668102734.81,12172309522.62,12367363677.62,12953535495.88,13940768065.61,10950392219.91,10097778353.77,10000395242.15,11239167048.49,11314951342.78,10715396135.42,11779980801.78
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,81224996965.39,71507027134.23,65298534066.45,70737725343.07,81640219696.86,95037884909.69,103921409358.34,100855343519.82,102125628064.46,114623698605.94,127296130550.98,136859199744.42,155212812323.98,195291127223.02,220922436854.85,248292433565.57,252312897017.88,291214471739.22,282398919556.68,327143278819.26,377558188252.34,403044498116.74,423156399207.65,443282681081.44,480299735507.52,525668466306.94,524371929975.77,518288660147.06,574762804368.62,621593644756.3,666363108522.43,722756596778.82,810051632226.54,889186156379.7,1069988808793.94,1320147921624.48,1516192934201.93,1569692108616.05,1429636834948.45,1573329998422.85,1732073445706.97,1844705099622.4,2041292454041.63,2308351052421.13,2678502299804.01,3102531017161.82,3735582532669,4721401758704.25,5970862554071.44,6475820893277.58,7879005465198.84,9632901411407.71,10745117187521.7,11855675717376.6,12782189477274.2,13310241615014.3,13594771778031.6,14858085911410.5,16617566546821.7,17181787022158.2,17461284721761.5,20719819524210.8
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988740229718.67,959919683090.89,1020121053379.52,1006718393216.26,939237204428.35,928208841144.39,834777859540.29,924105386370.82,950558397787.64,980366749591.7,947759605016.38,821571732032.26,894261368128.02,909748964075.78,1023022746681.39,1257924182636.31,1628132630098.95,2040036527862.49,2467590122726.51,3173623845433.37,3929049124611.7,3114717816237.78,3659632213003.88,4444804654263.14,4641048400380.35,4920929704588.63,4646599423005.3,3627108376792.4,3490785599724.82,3912611705923.38,4073647272410.63,4159113945157.09,3884826500881.03,4525639233067.13
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,121128073.11,126396469.71,132237441.63,143255784.51,166104067.63,187300336.37,216136263.91,231706475.46,241956910.66,267732446.38,253976626.17,286537524.99,335677636.89,406479906.16,560437742.59,617321669.39,619375134.18,777435020.48,824263841.54,891775906.63,1136408814.2,962347000.99,821651918.72,765746590.62,718148959.61,762359722.7,1060911735.26,1249099130.02,1378847487.41,1352949662.75,1628427515.42,1602299862.92,1692959110.18,1233496846.33,982624324.51,1309382885.33,1465448290.34,1498950899.09,1587345950.97,1576672791.65,1491891107.96,1482437752.06,1706698099.45,2115836353.12,2259992642.29,2281482855.47,2351584608.41,2662612348.44,3323677130.04,3379258564.97,3429461495.41,3872459249.75,3873308389.3,4321655656.33,4574986536.91,4180866177.04,6031632168.17,6395472574.41,7112200725,7220395247.74,7574636978.66,8413200567.62
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760747471.89,3034043574.06,3308912796.93,3540403456.55,3889129942.31,4388937649.04,5279230817.31,5638461442.31,6081009427.88,6695336567.31,7086538437.5,7375000024.04,8177884552.88,10838587357.75,13703000530.06,14882747955.03,16985211146.02,19779315170.02,24006570178.16,27371699082.71,32353440726.89,34846107862.37,36589797857.4,40042826244.23,41797592963.44,38900692712.15,43096746122.46,50535438696.41,61667199834.74,72250877410.32,85343063965.92,98234695722.03,111452869378.47,128889318946.59,146683499005.96,169278753531.98,183035114648.4,150180619366.61,113675561057.46,126669064386.72,126392233706.79,120296476180.4,134300851255,152280677649.06,172895749632.05,189318549680.38,221758196504.94,262942476722.43,291382991177.7,281710416557.29,341104820155.46,370819140946.55,397558222957.17,420333203150.43,407339454060.68,401296437425,413366150655.59,456356961443.5,506754616189.32,544081056184.7,499681757030.97,505981655622.31
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631768953.07,1352000000,2156666666.67,1644325581.4,1518796992.48,1231040564.37,1043654822.34,921572114.53,1320242080.87,1086605267.41,860521119.3,1080768906.5,1221120798.81,1555301496.05,2076182460.87,2312327536.42,2830220713.07,3719506172.84,5161337336.4,4979481980.35,5642178579.58,6522732202.51,7633049792.09,8448469837.54,9112544556.06,8271454300.6,6992393787.41,7536439875.08,7765014424.34,8300784856.88,8133996647.9,8746270636.4
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336448598.13,3010033444.82,3007518796.99,3188097768.33,3208098919.01,3200539816.06,3179225948.58,2561118608.36,2482228439.71,2378759975.45,2450349634.47,2605688065.08,2450564467.58,2904662604.82,3534803921.57,4461978498.87,5977560877.44,6838351088.47,8103901996.37,10276674364.9,12664165103.19,19271523178.81,20214385964.91,22583157894.74,29233333333.33,35164210526.32,39197543859.65,43524210526.32,35799714285.71,36169428571.43,37926285714.29,40765428571.43,45231428571.43,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,79494964747.35,84140069170.6,92113796428.24,93696328125.1,103890605551.45,111547757737.27,122805003949.9,124961669476.78,133950534249.94,149579912025.87,163015231414.1,181262636784.73,203589127804.06,273159243528.46,357287853273.43,373507162734.71,410183004017.09,451330754260.25,510062487286.57,607121142004.17,742554809895.74,851690220621.44,784906079285.02,680576141656.09,676599964279.31,672495790009.84,669355383539.37,704579251069.51,788571954243.65,863946310208.72,1038065372845.95,1121934590334.82,1230628370184.24,1435306410965.37,1687108368393.84,1833716919912.61,1993601009238.8,2187040345392.89,2200027475238.82,1968953066414.15,2177903963468.53,2120040199904.72,1886807541916.53,1921979443410.65,2224990900351.28,2708746371612.63,3185413269589.33,3772675389202.85,4407704147151.82,4128682174237.16,5157783357731.19,5884295544849.69,5942806001501.6,6089681481339.62,6208804955807.97,5141565441295.19,5013497320466.81,5591255025851.82,5460183049715.08,5372623255716.85,4495215145995.85,5202510610993.8
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367087900,477443500,469506700,490439100,440764600,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800,1959134743.84
